Fiscal Year,Agency Code,Agency Name,Unit Code,Unit Name,Program Code,Program Name,Subprogram Code,Subprogram Name,Object Code,Object Name,Comptroller Subobject Code,Comptroller Subobject Name,Agency Subobject Code,Agency Subobject Name,Fund Type Name,Budget,Organization Code,Category,Category Title
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",1,Instruction,0,Instruction,9,Supplies and Materials,911,"Medicine, Drugs and Chemicals",911,"Medicine, Drugs and Chemicals",Current Restricted Funds,"74,141",R30_B22_01,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",1,Instruction,0,Instruction,9,Supplies and Materials,914,Instructional Supplies,914,INSTRUCTIONAL SUPPLIES,Current Unrestricted Funds,"1,074,044",R30_B22_01,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",1,Instruction,0,Instruction,9,Supplies and Materials,914,Instructional Supplies,914,INSTRUCTIONAL SUPPLIES,Current Restricted Funds,"46,501",R30_B22_01,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",1,Instruction,0,Instruction,9,Supplies and Materials,990,Data Processing Academic/Research,990,Data Processing Academic/Research,Current Unrestricted Funds,"125,152",R30_B22_01,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",1,Instruction,0,Instruction,9,Supplies and Materials,990,Data Processing Academic/Research,990,Data Processing Academic/Research,Current Restricted Funds,"2,140",R30_B22_01,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",1,Instruction,0,Instruction,9,Supplies and Materials,991,Data Processing,991,DATA PROCESSING,Current Unrestricted Funds,"21,977",R30_B22_01,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",1,Instruction,0,Instruction,9,Supplies and Materials,999,Other Supplies and Materials,999,OTHER SUPPLIES AND MATERIALS,Current Unrestricted Funds,"3,786,207",R30_B22_01,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",1,Instruction,0,Instruction,9,Supplies and Materials,999,Other Supplies and Materials,999,OTHER SUPPLIES AND MATERIALS,Current Restricted Funds,"593,948",R30_B22_01,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",1,Instruction,0,Instruction,11,Equipment - Additional,1102,Audio-Visual Equipment,1102,AUDIO-VISUAL EQUIPMENT,Current Unrestricted Funds,"9,500",R30_B22_01,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",1,Instruction,0,Instruction,11,Equipment - Additional,1107,Educational Equipment,1107,EDUCATIONAL EQUIPMENT,Current Unrestricted Funds,"787,467",R30_B22_01,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",1,Instruction,0,Instruction,11,Equipment - Additional,1107,Educational Equipment,1107,EDUCATIONAL EQUIPMENT,Current Restricted Funds,"753,541",R30_B22_01,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",1,Instruction,0,Instruction,11,Equipment - Additional,1113,Maintenance and Building Equipment,1113,Maintenance and Building Equipment,Current Unrestricted Funds,"429,622",R30_B22_01,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",1,Instruction,0,Instruction,11,Equipment - Additional,1115,Office Equipment,1115,OFFICE EQUIPMENT,Current Unrestricted Funds,"49,331",R30_B22_01,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",1,Instruction,0,Instruction,11,Equipment - Additional,1190,Data Processing-Academic Research,1190,Data Processing-Academic Research,Current Unrestricted Funds,"167,138",R30_B22_01,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",1,Instruction,0,Instruction,11,Equipment - Additional,1199,Other Equipment,1199,OTHER EQUIPMENT,Current Unrestricted Funds,"160,196",R30_B22_01,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",1,Instruction,0,Instruction,11,Equipment - Additional,1199,Other Equipment,1199,OTHER EQUIPMENT,Current Restricted Funds,251,R30_B22_01,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",1,Instruction,0,Instruction,12,"Grants, Subsidies, and Contributions",1204,Educational Grants,1204,EDUCATIONAL GRANTS,Current Unrestricted Funds,"3,691,953",R30_B22_01,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",1,Instruction,0,Instruction,12,"Grants, Subsidies, and Contributions",1204,Educational Grants,1204,EDUCATIONAL GRANTS,Current Restricted Funds,"4,208,303",R30_B22_01,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",1,Instruction,0,Instruction,12,"Grants, Subsidies, and Contributions",1299,"Other Grants, Subsidies and Contributions",1299,"Other Grants, Subsidies and Contributions",Current Unrestricted Funds,"139,846",R30_B22_01,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",1,Instruction,0,Instruction,12,"Grants, Subsidies, and Contributions",1299,"Other Grants, Subsidies and Contributions",1299,"Other Grants, Subsidies and Contributions",Current Restricted Funds,"10,036",R30_B22_01,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",1,Instruction,0,Instruction,13,Fixed Charges,1301,Rent (Non-DGS),1301,RENT (NON-DGS),Current Unrestricted Funds,"391,670",R30_B22_01,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",1,Instruction,0,Instruction,13,Fixed Charges,1301,Rent (Non-DGS),1301,RENT (NON-DGS),Current Restricted Funds,"55,929",R30_B22_01,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",1,Instruction,0,Instruction,13,Fixed Charges,1302,Insurance Coverage Paid To STO,1302,Insurance Coverage Paid To STO,Current Unrestricted Funds,"5,045",R30_B22_01,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",1,Instruction,0,Instruction,13,Fixed Charges,1304,Subscriptions,1304,Subscriptions,Current Unrestricted Funds,"1,224,178",R30_B22_01,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",1,Instruction,0,Instruction,13,Fixed Charges,1304,Subscriptions,1304,Subscriptions,Current Restricted Funds,"5,790",R30_B22_01,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",1,Instruction,0,Instruction,13,Fixed Charges,1305,Association Dues,1305,ASSOCIATION DUES,Current Unrestricted Funds,"184,885",R30_B22_01,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",1,Instruction,0,Instruction,13,Fixed Charges,1305,Association Dues,1305,ASSOCIATION DUES,Current Restricted Funds,"17,783",R30_B22_01,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",1,Instruction,0,Instruction,13,Fixed Charges,1306,Bond Payments,1306,BOND PAYMENTS,Current Unrestricted Funds,"2,904,786",R30_B22_01,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",1,Instruction,0,Instruction,13,Fixed Charges,1308,Licenses,1308,LICENSES,Current Unrestricted Funds,"22,430",R30_B22_01,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",1,Instruction,0,Instruction,13,Fixed Charges,1309,Insurance (Non-STO Payments),1309,INSURANCE (NON-STO PAYMENTS),Current Unrestricted Funds,200,R30_B22_01,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",1,Instruction,0,Instruction,13,Fixed Charges,1399,Other,1399,OTHER,Current Restricted Funds,"7,260",R30_B22_01,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",1,Instruction,0,Instruction,14,Land and Structures,1499,Other Land and Structures,1499,OTHER LAND AND STRUCTURES,Current Unrestricted Funds,"14,436,850",R30_B22_01,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",1,Instruction,0,Instruction,14,Land and Structures,1499,Other Land and Structures,1499,OTHER LAND AND STRUCTURES,Current Restricted Funds,"76,166",R30_B22_01,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,1,"Salaries, Wages and Fringe Benefits",101,Regular Earnings,101,Regular Earnings,Current Unrestricted Funds,"88,685,918",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,1,"Salaries, Wages and Fringe Benefits",101,Regular Earnings,101,Regular Earnings,Current Restricted Funds,"229,267,801",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,1,"Salaries, Wages and Fringe Benefits",102,Additional Assistance,102,ADDITIONAL ASSISTANCE,Current Unrestricted Funds,"5,032,919",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,1,"Salaries, Wages and Fringe Benefits",102,Additional Assistance,102,ADDITIONAL ASSISTANCE,Current Restricted Funds,"33,944,086",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,1,"Salaries, Wages and Fringe Benefits",104,Overtime Earnings,104,OVERTIME EARNINGS,Current Unrestricted Funds,"15,872",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,1,"Salaries, Wages and Fringe Benefits",104,Overtime Earnings,104,OVERTIME EARNINGS,Current Restricted Funds,"95,655",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,1,"Salaries, Wages and Fringe Benefits",110,Miscellaneous Adjustments,110,Miscellaneous Adjustments,Current Unrestricted Funds,"3,845,234",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,1,"Salaries, Wages and Fringe Benefits",110,Miscellaneous Adjustments,110,Miscellaneous Adjustments,Current Restricted Funds,"2,677,019",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,1,"Salaries, Wages and Fringe Benefits",111,Accrued Leave Payments,111,Accrued Leave Payments,Current Unrestricted Funds,"63,025",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,1,"Salaries, Wages and Fringe Benefits",111,Accrued Leave Payments,111,Accrued Leave Payments,Current Restricted Funds,"1,239,063",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,1,"Salaries, Wages and Fringe Benefits",120,Student Payments,120,Student Payments,Current Unrestricted Funds,"707,203",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,1,"Salaries, Wages and Fringe Benefits",120,Student Payments,120,Student Payments,Current Restricted Funds,"6,144,697",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,1,"Salaries, Wages and Fringe Benefits",151,Social Security Contributions,151,Social Security Contributions,Current Unrestricted Funds,"6,518,316",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,1,"Salaries, Wages and Fringe Benefits",151,Social Security Contributions,151,Social Security Contributions,Current Restricted Funds,"13,768,420",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,1,"Salaries, Wages and Fringe Benefits",152,Health Insurance,152,HEALTH INSURANCE,Current Unrestricted Funds,"10,410,557",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,1,"Salaries, Wages and Fringe Benefits",152,Health Insurance,152,HEALTH INSURANCE,Current Restricted Funds,"25,606,875",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,1,"Salaries, Wages and Fringe Benefits",154,Retirees Health Insurance Premiums,154,Retirees Health Insurance Premiums,Current Unrestricted Funds,"1,435,980",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,1,"Salaries, Wages and Fringe Benefits",154,Retirees Health Insurance Premiums,154,Retirees Health Insurance Premiums,Current Restricted Funds,"2,474,391",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,1,"Salaries, Wages and Fringe Benefits",161,Employees' Retirement,161,Employees' Retirement,Current Unrestricted Funds,"2,239,251",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,1,"Salaries, Wages and Fringe Benefits",161,Employees' Retirement,161,Employees' Retirement,Current Restricted Funds,"546,509",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,1,"Salaries, Wages and Fringe Benefits",163,Teachers' Retirement System,163,Teachers' Retirement System,Current Unrestricted Funds,"950,695",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,1,"Salaries, Wages and Fringe Benefits",163,Teachers' Retirement System,163,Teachers' Retirement System,Current Restricted Funds,"423,829",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,1,"Salaries, Wages and Fringe Benefits",168,Optional Retirement/Pension System(TIAA),168,Optional Retirement/Pension System(TIAA),Current Unrestricted Funds,"4,854,728",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,1,"Salaries, Wages and Fringe Benefits",168,Optional Retirement/Pension System(TIAA),168,Optional Retirement/Pension System(TIAA),Current Restricted Funds,"11,802,803",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,1,"Salaries, Wages and Fringe Benefits",170,Other Retirement Systems,170,Other Retirement Systems,Current Restricted Funds,"1,408,272",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,1,"Salaries, Wages and Fringe Benefits",172,Deferred Compensation Match,172,DEFERRED COMPENSATION MATCH,Current Unrestricted Funds,"53,357",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,1,"Salaries, Wages and Fringe Benefits",172,Deferred Compensation Match,172,DEFERRED COMPENSATION MATCH,Current Restricted Funds,"5,040",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,1,"Salaries, Wages and Fringe Benefits",174,Unemployment Compensation,174,Unemployment Compensation,Current Unrestricted Funds,"226,881",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,1,"Salaries, Wages and Fringe Benefits",174,Unemployment Compensation,174,Unemployment Compensation,Current Restricted Funds,"471,030",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,1,"Salaries, Wages and Fringe Benefits",175,Workers' Compensation,175,Workers' Compensation,Current Unrestricted Funds,"178,691",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,1,"Salaries, Wages and Fringe Benefits",175,Workers' Compensation,175,Workers' Compensation,Current Restricted Funds,784,R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,1,"Salaries, Wages and Fringe Benefits",181,Tuition Waivers,181,Tuition Waivers,Current Unrestricted Funds,"1,820,744",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,1,"Salaries, Wages and Fringe Benefits",181,Tuition Waivers,181,Tuition Waivers,Current Restricted Funds,"11,060,478",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,1,"Salaries, Wages and Fringe Benefits",189,Turnover Expectancy,189,TURNOVER EXPECTANCY,Current Unrestricted Funds,"-2,367,863",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,1,"Salaries, Wages and Fringe Benefits",189,Turnover Expectancy,189,TURNOVER EXPECTANCY,Current Restricted Funds,"-5,695,848",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,2,Technical and Special Fees,201,Honorariums,201,HONORARIUMS,Current Unrestricted Funds,"513,316",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,2,Technical and Special Fees,201,Honorariums,201,HONORARIUMS,Current Restricted Funds,"1,589,267",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,2,Technical and Special Fees,217,Health Insurance (Contractual),217,Health Insurance (Contractual),Current Unrestricted Funds,"110,592",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,2,Technical and Special Fees,220,Special Payments Payroll,220,Special Payments Payroll,Current Unrestricted Funds,"1,306,076",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,2,Technical and Special Fees,220,Special Payments Payroll,220,Special Payments Payroll,Current Restricted Funds,"3,085,549",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,2,Technical and Special Fees,221,Prizes and Awards To Non Employees,221,Prizes and Awards To Non Employees,Current Unrestricted Funds,"560,562",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,2,Technical and Special Fees,221,Prizes and Awards To Non Employees,221,Prizes and Awards To Non Employees,Current Restricted Funds,"823,323",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,2,Technical and Special Fees,299,Other - Technical and Special Fees,299,OTHER - TECHNICAL AND SPECIAL FEES,Current Unrestricted Funds,"908,451",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,2,Technical and Special Fees,299,Other - Technical and Special Fees,299,OTHER - TECHNICAL AND SPECIAL FEES,Current Restricted Funds,"3,750",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,3,Communications,301,Postage,301,POSTAGE,Current Unrestricted Funds,"32,722",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,3,Communications,301,Postage,301,POSTAGE,Current Restricted Funds,"55,153",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,3,Communications,302,Telephone,302,Telephone,Current Unrestricted Funds,"188,397",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,3,Communications,302,Telephone,302,Telephone,Current Restricted Funds,"44,422",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,3,Communications,303,Telecommunications,303,Telecommunications,Current Unrestricted Funds,"868,954",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,3,Communications,303,Telecommunications,303,Telecommunications,Current Restricted Funds,"6,307",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,3,Communications,306,Cellular Telephone Services and Equipment,306,Cellular Telephone Services and Equipment,Current Unrestricted Funds,"65,565",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,3,Communications,306,Cellular Telephone Services and Equipment,306,Cellular Telephone Services and Equipment,Current Restricted Funds,"72,704",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,4,Travel,401,In State/Routine Operations,401,In State/Routine Operations,Current Unrestricted Funds,"1,249,819",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,4,Travel,401,In State/Routine Operations,401,In State/Routine Operations,Current Restricted Funds,"2,367,871",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,4,Travel,403,Out-Of-State/Routine Operations,403,OUT-OF-STATE/ROUTINE OPERATIONS,Current Unrestricted Funds,"5,023,427",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,4,Travel,403,Out-Of-State/Routine Operations,403,OUT-OF-STATE/ROUTINE OPERATIONS,Current Restricted Funds,"14,030,121",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,6,Fuel and Utilities,603,Fuel - Oil #2,603,FUEL - OIL #2,Current Unrestricted Funds,"6,270",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,6,Fuel and Utilities,606,Fuel - Natural Gas/Propane,606,Fuel - Natural Gas/Propane,Current Unrestricted Funds,"39,772",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,6,Fuel and Utilities,608,Fuel - Steam,608,Fuel - Steam,Current Unrestricted Funds,"11,208",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,6,Fuel and Utilities,620,Utilities - Electricity,620,UTILITIES - ELECTRICITY,Current Unrestricted Funds,"133,110",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,6,Fuel and Utilities,620,Utilities - Electricity,620,UTILITIES - ELECTRICITY,Current Restricted Funds,"6,152",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,6,Fuel and Utilities,621,Utilities - Water/Sewage,621,UTILITIES - WATER/SEWAGE,Current Unrestricted Funds,"4,821",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,7,Motor Vehicle Operation and Maintenance,701,Purchase Cost Or Lease Cost,701,Purchase Cost Or Lease Cost,Current Unrestricted Funds,"48,460",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,7,Motor Vehicle Operation and Maintenance,702,Gas and Oil,702,GAS AND OIL,Current Unrestricted Funds,"56,871",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,7,Motor Vehicle Operation and Maintenance,702,Gas and Oil,702,GAS AND OIL,Current Restricted Funds,"18,536",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,7,Motor Vehicle Operation and Maintenance,703,Maintenance and Repair,703,MAINTENANCE AND REPAIR,Current Unrestricted Funds,"58,477",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,7,Motor Vehicle Operation and Maintenance,703,Maintenance and Repair,703,MAINTENANCE AND REPAIR,Current Restricted Funds,"11,370",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,7,Motor Vehicle Operation and Maintenance,704,Insurance,704,INSURANCE,Current Unrestricted Funds,"56,389",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,7,Motor Vehicle Operation and Maintenance,710,Purchase Cost Or Lease Cost,710,Purchase Cost Or Lease Cost,Current Unrestricted Funds,5,R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,7,Motor Vehicle Operation and Maintenance,710,Purchase Cost Or Lease Cost,710,Purchase Cost Or Lease Cost,Current Restricted Funds,"19,987",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,7,Motor Vehicle Operation and Maintenance,721,Gas and Oil,721,GAS AND OIL,Current Restricted Funds,"1,578",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,7,Motor Vehicle Operation and Maintenance,722,Maintenance and Repair,722,MAINTENANCE AND REPAIR,Current Unrestricted Funds,200,R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,7,Motor Vehicle Operation and Maintenance,730,Purchase Cost Or Lease Cost,730,Purchase Cost Or Lease Cost,Current Unrestricted Funds,"5,634",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,7,Motor Vehicle Operation and Maintenance,731,Gas and Oil,731,GAS AND OIL,Current Unrestricted Funds,"88,633",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,7,Motor Vehicle Operation and Maintenance,731,Gas and Oil,731,GAS AND OIL,Current Restricted Funds,"20,677",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,7,Motor Vehicle Operation and Maintenance,732,Maintenance and Repair,732,MAINTENANCE AND REPAIR,Current Unrestricted Funds,"159,310",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,7,Motor Vehicle Operation and Maintenance,732,Maintenance and Repair,732,MAINTENANCE AND REPAIR,Current Restricted Funds,"15,000",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,7,Motor Vehicle Operation and Maintenance,733,Insurance,733,INSURANCE,Current Unrestricted Funds,"1,598",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,8,Contractual Services,801,Advertising and Legal Publication,801,ADVERTISING AND LEGAL PUBLICATION,Current Unrestricted Funds,"136,016",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,8,Contractual Services,801,Advertising and Legal Publication,801,ADVERTISING AND LEGAL PUBLICATION,Current Restricted Funds,"131,860",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,8,Contractual Services,804,Printing/Reproduction,804,PRINTING/REPRODUCTION,Current Unrestricted Funds,"344,672",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,8,Contractual Services,804,Printing/Reproduction,804,PRINTING/REPRODUCTION,Current Restricted Funds,"1,240,502",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,8,Contractual Services,805,Bookbinding/Photographic,805,Bookbinding/Photographic,Current Unrestricted Funds,"1,503",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,8,Contractual Services,805,Bookbinding/Photographic,805,Bookbinding/Photographic,Current Restricted Funds,"3,337",R30_B22_02,3,Higher Education
